Districts,weight,humidity,temperature,quality,month
Tiruvallur,970.0777866,39.50469039,66.89191438,1,June
Tiruvannamalai,1033.304091,30.9728793,71.58957921,1,July
Tiruvarur,1001.90162,36.50912824,69.44913224,0,August
Vellore,1022.507009,37.25332685,73.41837787,1,September
Viluppuram,973.6754895,29.82520266,72.89234603,1,October
Virudhunagar,972.048887,31.22529419,69.32475613,1,November
Ariyalur,964.1859294,35.53618415,74.59167771,1,December
Chengalpattu,1008.7296,42.55618631,66.8381093,1,January
Chennai,980.7614444,29.12640589,65.30665946,1,February
Coimbatore,990.5600958,38.3675332,67.42596747,0,March
Cuddalore,986.5673641,37.87979117,72.3119026,1,April
Dharmapuri,1017.101257,41.03509103,73.79210324,1,May
Dindigul,1036.388754,28.35871291,68.71434336,1,June
Erode,990.3685785,44.14982329,65.91568883,0,July
Kallakurichi,989.9615852,33.94120717,66.53108479,0,August
Kanniyakumari,1027.552914,35.4562847,69.25310053,1,September
Kancheepuram,1028.436734,42.95958885,69.97529576,1,October
Mayiladuthurai,1028.239153,33.39245592,69.00147689,1,November
Karur,1014.871361,38.20742461,67.74886967,0,December
Krishnagiri,1014.12102,26.8746274,69.00835156,1,January
Madurai,976.3763426,30.57043948,74.70818157,0,February
Namakkal,1003.156831,37.4648708,73.92159815,1,March
Nilgiris (Udhagamandalam/Ooty),1019.765278,25.41437678,72.13554074,0,April
Perambalur,1046.214022,26.47244019,74.28967243,1,May
Pudukkottai,997.5524502,28.81687493,67.81350291,1,June
Ramanathapuram,1015.958948,39.88646539,71.74955772,1,July
Ranipet,1028.439282,29.59104031,67.40872578,1,August
Salem,969.9730792,26.42827553,69.88552262,1,September
Sivaganga,976.3221648,28.27139889,69.09292283,0,October
Tenkasi,997.9095232,27.19484333,74.99931183,1,November
Thanjavur,1029.927053,29.24671077,74.24261277,1,December
Theni,986.9571698,44.79165665,71.25952247,1,January
Thoothukudi (Tuticorin),966.367727,39.8060791,67.19167751,1,February
Tiruchirappalli (Trichy),1007.213711,41.67462237,66.43041208,1,March
Tirunelveli,980.8887957,37.85942681,66.29106019,1,April
Tirupathur,957.7867824,31.33492375,72.44381249,1,May
Tiruppur,1011.740814,32.68696422,67.78732243,0,June
Tiruvallur,1001.579849,42.33255943,67.13759978,1,July
Tiruvannamalai,974.9045958,25.42912959,72.12587467,1,August
Tiruvarur,995.2458995,31.99387638,71.82618407,1,September
Vellore,996.8435794,32.24357723,74.37172171,0,October
Viluppuram,1044.817428,29.11831899,66.78430613,1,November
Virudhunagar,998.6306848,40.86216565,67.58603506,1,December
Ariyalur,987.4779474,29.21682401,68.60594576,1,January
Chengalpattu,1004.541201,27.08253605,69.56999879,1,February
Chennai,1033.80484,38.81619526,72.52131443,0,March
Coimbatore,952.2327249,25.21323733,68.38164167,0,April
Cuddalore,1038.585181,40.17302944,72.00504205,0,May
Dharmapuri,999.9276707,26.68632683,74.69551879,1,June
Dindigul,964.3318269,39.72803936,70.33915288,1,July
Erode,1024.365472,29.03403439,72.6525189,0,August
Kallakurichi,958.934468,30.59818265,73.87467724,0,September
Kanniyakumari,1036.651966,29.22855558,74.41021499,1,October
Kancheepuram,976.827414,29.74499371,68.11990883,1,November
Mayiladuthurai,964.0783345,39.97239058,67.6857243,1,December
Karur,963.48152,33.54075297,65.55348785,1,January
Krishnagiri,953.5861817,39.81349535,73.87906889,1,February
Madurai,950.7097943,26.77550552,68.93397828,0,March
Nagapattinam,1000.122221,28.05185299,74.98404783,1,April
Namakkal,967.4789865,32.94063066,72.14386997,0,May
Perambalur,951.0082952,39.30179181,73.05205625,1,June
Pudukkottai,993.4047435,35.53994444,69.46085643,1,July
Ramanathapuram,1039.109861,38.90305935,65.65584569,1,August
Ranipet,986.7246032,42.72360718,74.72791009,0,September
Sivaganga,1047.013591,29.69845885,72.66867819,1,October
Tenkasi,972.9725934,27.4440304,74.86017337,1,November
Thanjavur,1040.567207,39.7875927,73.02404963,1,December
Theni,990.6918431,27.8616942,66.01721851,1,January
Thoothukudi (Tuticorin),992.4782096,41.41888504,65.72227846,0,February
Tiruchirappalli (Trichy),1022.029893,35.51909746,68.1184548,0,March
Tirunelveli,957.6397455,39.30906784,74.20614139,1,April
Tirupathur,955.2859793,33.95640213,65.27578876,0,May
Tiruppur,1023.907647,30.41966657,66.56271293,0,June
Tiruvallur,1009.881994,44.9842219,71.36895268,1,July
Tiruvannamalai,969.4014246,34.94227634,70.76654161,1,August
Tiruvarur,1049.440133,34.37759626,67.57967387,0,September
Vellore,1000.41723,40.07984999,72.83088624,1,October
Viluppuram,1020.149336,31.15827936,73.60250801,1,November
Virudhunagar,1036.301749,40.00429453,69.7552549,1,December
Ariyalur,993.9723178,32.85470185,70.53456027,1,January
Chengalpattu,997.871179,31.29657896,69.72180204,1,February
Chennai,1003.572579,31.33908451,68.69785758,0,March
Coimbatore,966.0363423,33.06834609,70.02674909,0,April
Cuddalore,955.7418951,28.50731464,73.02902658,1,May
Dharmapuri,967.9810705,26.5516333,66.66218848,1,June
Dindigul,952.0632006,31.28118415,74.78656968,1,July
Erode,1048.778935,28.32932906,67.98835172,0,August
Kallakurichi,983.0835629,27.62121528,66.40445377,1,September
Kanniyakumari,981.724324,26.36085059,68.31594173,1,October
Kancheepuram,1024.899691,31.07126267,66.56829155,1,November
Mayiladuthurai,1030.009308,35.27789389,73.09378376,1,December
Karur,1021.062089,35.30030513,74.5829938,1,January
Krishnagiri,1030.923171,29.78725757,65.16585157,1,February
Madurai,997.4322223,27.67264199,67.98986632,0,March
Nagapattinam,990.5688433,31.68768936,70.59475732,1,April
Namakkal,975.732183,27.01360722,65.23168642,0,May
Nilgiris (Udhagamandalam/Ooty),1003.572719,38.5863332,74.6138788,1,June
Perambalur,1045.495989,27.19657394,70.80909079,1,July
Pudukkottai,1031.235134,28.48412521,68.85795337,1,August
Ramanathapuram,986.7132891,28.25899676,67.89262238,1,September
Ranipet,1021.522027,44.17580734,69.84187576,1,October
Salem,1030.482337,27.17827257,69.88896097,1,November
Sivaganga,1020.248253,37.34036478,74.53252559,1,December
Tenkasi,1025.780981,41.19180917,74.61395663,1,January
Thanjavur,967.0983195,26.23409713,68.50968172,1,February
Theni,997.6124773,29.94303675,73.67996025,0,March
Thoothukudi (Tuticorin),1033.226022,37.4232938,73.93425959,1,April
Tiruchirappalli (Trichy),999.4814483,44.31031379,68.53586451,1,May
Tirunelveli,999.663402,33.98236197,68.15174173,1,June
Tirupathur,976.4051179,30.75594579,66.36145513,1,July
Tiruppur,996.0173417,27.07593378,70.72224633,0,August
Tiruvallur,1018.199014,26.66347009,72.41614174,1,September
Tiruvannamalai,1037.599287,35.88508922,65.16123842,1,October
Tiruvarur,1022.813317,27.68688833,66.47328226,1,November
Vellore,956.7375204,30.95940681,70.03043974,1,December
Viluppuram,1047.613051,44.19800874,71.68161355,1,January
Virudhunagar,1044.068291,27.12316222,73.97668869,1,February
Ariyalur,1014.277806,33.69580876,72.34004488,0,March
Chengalpattu,1006.223169,44.25672442,65.24546307,1,April
Chennai,1027.500693,32.11726643,67.50559525,0,May
Coimbatore,978.5044146,35.80520506,69.54460376,0,June
Cuddalore,1044.189109,27.29466831,67.43301146,0,July
Dharmapuri,1042.018374,30.30736569,74.96161197,1,August
Dindigul,1034.757982,36.25287855,74.58287388,1,September
Erode,972.2323662,35.99413697,66.41589188,0,October
Kallakurichi,992.8287619,25.62177954,69.44705825,0,November
Kanniyakumari,962.7534784,28.85000044,65.56186796,1,December
Mayiladuthurai,1041.481082,36.01127322,73.07870261,1,January
Karur,1021.2469,36.88105628,65.11772379,1,February
Krishnagiri,984.9754102,27.00007381,69.37784949,1,March
Madurai,1006.442917,42.78649249,74.11504557,1,April
Nagapattinam,1037.823401,38.5228045,74.83573845,0,May
Namakkal,973.0833532,26.52792613,74.7565813,1,June
Perambalur,983.6549587,39.47235441,65.49512051,1,July
Pudukkottai,1022.264345,40.00380748,67.42301738,1,August
Ramanathapuram,1030.60992,28.83249184,73.1118517,0,September
Ranipet,990.6415262,41.03910856,66.96277956,1,October
Salem,994.1106057,37.67146256,68.95485376,1,November
Sivaganga,1036.589696,29.01350906,72.43565571,1,December
Tenkasi,1039.217188,28.1106949,69.07778997,1,January
Thanjavur,1049.347016,28.32297905,66.29370566,1,February
Theni,1020.263323,33.37726856,69.88947777,1,March
Thoothukudi (Tuticorin),966.7202821,29.37950895,71.78350496,1,April
Tiruchirappalli (Trichy),994.9433912,42.79538121,65.46474414,0,May
Tirunelveli,975.0405411,38.06383504,67.93855293,0,June
Tirupathur,1036.751762,37.46609914,65.56156958,1,July
Tiruppur,1043.82196,25.04668962,70.06239719,1,August
Tiruvallur,956.0467771,43.59454779,69.03711866,1,September
Tiruvannamalai,1026.344803,35.48871946,66.01136518,0,October
Tiruvarur,958.5891309,33.81935322,70.3387889,1,November
Vellore,960.7200708,28.91175893,67.3896851,1,December
Viluppuram,952.2658469,29.17701587,68.81431498,1,January
Virudhunagar,1044.501549,39.48154922,69.36597455,0,February
Ariyalur,1046.551856,40.57504358,74.74793363,1,March
Chengalpattu,985.4554282,29.07577352,66.17693573,1,April
Chennai,961.6961695,31.03081444,70.72501942,0,May
Coimbatore,982.3707235,36.80389859,72.73806512,1,June
Dharmapuri,971.8960859,37.2516171,71.35058794,1,July
Erode,1025.416321,42.61226223,72.87863237,1,August
Kallakurichi,1018.204031,44.17763663,70.34914823,1,September
Kanniyakumari,1012.616085,43.3802316,70.05554189,1,October
Kancheepuram,992.5576466,32.98380014,72.93074644,1,November
Karur,979.3530905,31.92532137,70.26788648,1,December
Krishnagiri,989.2482725,37.45054306,74.78094905,0,January
Madurai,1015.225003,28.54272961,73.19027628,0,February
Nagapattinam,985.2399995,29.66048417,72.61288183,1,March
Namakkal,998.438495,41.0048673,70.06789467,1,April
Nilgiris (Udhagamandalam/Ooty),1041.584596,32.59793154,69.15721862,1,May
Perambalur,979.9836131,33.54402683,68.96511266,1,June
Pudukkottai,1004.363839,27.14018349,68.06380539,1,July
Ramanathapuram,1027.588526,33.69985812,73.03399187,1,August
Ranipet,990.1428099,44.28773487,72.32031426,1,September
Salem,999.6113514,39.74324476,68.14864887,1,October
Sivaganga,984.8713724,34.04270976,65.86702348,0,November
Tenkasi,1023.679234,38.19525481,72.77830225,1,December
Thanjavur,1045.718296,40.45110316,74.61690917,1,January
Theni,957.5488824,35.11885278,69.28873181,1,February
Thoothukudi (Tuticorin),1001.790816,39.88814901,68.44422686,1,March
Tiruchirappalli (Trichy),979.5750449,27.20633548,66.29026676,1,April
Tirunelveli,1002.455717,41.82394159,74.9477442,1,May
Tirupathur,973.9263285,41.39993536,74.53412099,1,June
Tiruvallur,1005.277108,35.17070702,72.41398232,0,July
Tiruvannamalai,1006.257834,36.05746806,65.63606151,1,August
Tiruvarur,981.8971074,32.98524132,66.76914224,1,September
Vellore,1022.626775,30.95228735,72.11731781,1,October
Viluppuram,965.7898755,32.12460065,71.27259083,1,November
Virudhunagar,1002.995592,27.49094783,66.43262237,1,December
Ariyalur,1001.697555,36.71420656,73.01627787,0,January
Chengalpattu,1038.31927,35.40991853,66.78361463,1,February
Chennai,1001.5563,30.20393894,74.51053286,0,March
Coimbatore,985.3852547,30.19381015,65.21700843,0,April
Cuddalore,1015.989675,37.48498915,67.2308883,1,May
Dharmapuri,984.2476456,25.25761668,72.79234987,1,June
Dindigul,1017.844106,37.31308629,65.07168883,1,July
Erode,1044.574505,35.70114293,71.97982058,0,August
Kallakurichi,984.0396138,29.04578076,68.93955059,1,September
Kanniyakumari,962.5295133,40.89984639,70.93528742,0,October
Kancheepuram,963.8710761,35.54336556,67.96674858,1,November
Mayiladuthurai,999.0537016,33.16740949,73.47081787,1,December
Karur,1025.01075,32.43574983,73.85270982,0,January
Krishnagiri,1014.85876,37.03855858,67.21108172,1,February
Madurai,1042.345978,25.80331215,67.26676898,0,March
Nagapattinam,954.1779236,30.51340202,72.92472416,1,April
Namakkal,1034.867051,39.15510869,73.83244996,1,May
Nilgiris (Udhagamandalam/Ooty),992.2513813,43.51903816,66.36235991,1,June
Perambalur,991.0005129,26.94555517,72.79198064,1,July
Pudukkottai,952.0521245,33.49599554,71.02751845,1,August
Ramanathapuram,981.9599105,29.2476165,67.49566833,1,September
Ranipet,1004.308226,35.18404428,71.37951394,1,October
Salem,993.947328,39.28234324,72.48596127,1,November
Sivaganga,954.5623184,27.09103123,70.26053723,0,December
Tenkasi,960.5274164,30.99364468,71.88972532,1,January
Thanjavur,1017.685315,27.1447805,74.0814781,1,February
Theni,1044.283153,40.4147402,67.73641473,0,March
Thoothukudi (Tuticorin),1010.206078,42.64300467,74.28578332,1,April
Tiruchirappalli (Trichy),1024.604497,38.12098947,67.64919097,0,May
Tirunelveli,970.3055614,31.51718052,74.8815636,1,June
Tirupathur,1007.537365,40.32700493,70.57840275,0,July
Tiruppur,998.6161504,39.5571284,68.11689727,0,August
Tiruvallur,1014.612032,35.53636979,68.36269446,1,September
Tiruvannamalai,977.6860353,40.87822466,73.99491146,1,October
Tiruvarur,980.5131579,34.88841151,73.35595769,1,November
Vellore,1048.032077,31.7647071,73.21825202,1,December
Viluppuram,1003.477514,35.46707464,69.30521661,0,January
Virudhunagar,968.5233308,30.46529855,71.52103016,1,February
Ariyalur,985.1434825,25.17792451,65.07167179,1,March
Chengalpattu,973.7675997,26.47846153,66.29321914,1,April
Chennai,997.4687171,37.40297508,69.38591505,1,May
Coimbatore,1010.13609,29.44672183,66.76981787,0,June
Cuddalore,1017.766443,37.55881577,69.20274112,1,July
Dharmapuri,956.047346,32.77690705,68.07272372,1,August
Dindigul,1024.57204,44.46045029,72.28023229,1,September
Erode,955.9607348,43.91431245,74.15290334,0,October
Kallakurichi,997.1694885,39.74455777,65.97728144,1,November
Kanniyakumari,1034.227246,29.24936644,71.72328492,1,December
Kancheepuram,1037.773614,35.36567965,70.18190992,0,January
Mayiladuthurai,994.2772216,27.92964437,66.03071515,1,February
Karur,954.6506544,39.49770867,66.7143649,1,March
Madurai,1049.37833,27.21336442,65.89308048,1,April
Nagapattinam,1049.248254,27.04440316,68.9897027,1,May
Namakkal,1046.583499,43.09351103,71.73784762,1,June
Nilgiris (Udhagamandalam/Ooty),959.3186388,36.24355474,74.34307503,0,July
Perambalur,1047.445312,25.87671998,69.84649618,1,August
Pudukkottai,986.1343553,28.40403631,65.81574651,1,September
Ramanathapuram,1009.958144,42.61408795,73.8091548,0,October
Ranipet,1006.420546,30.97753348,69.04290951,1,November
Salem,1029.452486,33.70785948,70.99049259,0,December
Sivaganga,997.4094248,33.36449749,65.16368381,1,January
Tenkasi,995.0016309,43.3788288,67.60961179,1,February
Thanjavur,998.1235044,41.22929433,66.70758981,0,March
Theni,962.9900785,35.75370414,68.05834414,1,April
Thoothukudi (Tuticorin),1007.127393,44.26165243,68.55759024,0,May
Tiruchirappalli (Trichy),1039.835435,38.83480331,71.08289636,1,June
Tirunelveli,954.1608706,29.07085977,69.46856291,0,July
Tirupathur,986.5551605,25.64997523,74.36967698,1,August
Tiruppur,952.2204522,28.17021589,74.65734473,0,September
Tiruvallur,986.3194767,40.10825011,72.3119833,1,October
Tiruvannamalai,1012.681429,44.79186696,74.18997341,1,November
Tiruvarur,989.8132023,43.95197745,65.89765718,1,December
Vellore,962.6907825,40.84371623,70.12669276,0,January
Viluppuram,981.7287492,29.59287064,73.94474383,1,February
Virudhunagar,1036.46285,43.82949074,69.68512696,1,March
Ariyalur,991.3724048,34.3029726,72.72399124,1,April
Chengalpattu,999.6853749,32.86524848,66.36883944,1,May
Chennai,1045.519498,31.33578182,65.8912453,0,June
Coimbatore,1015.680255,35.56017118,72.89277325,1,July
Cuddalore,1047.037037,28.22177874,66.58553833,1,August
Dharmapuri,985.2386487,40.32451318,72.82288089,1,September
Dindigul,1021.976522,30.37650425,66.74862298,1,October
Erode,959.9289487,27.67809444,67.87238392,1,November
Kallakurichi,968.9835665,36.77006767,66.46568805,1,December
Kanniyakumari,1003.727505,40.35564814,67.52572419,1,January
Kancheepuram,1040.824891,36.88991532,68.74742455,1,February
Mayiladuthurai,984.6202901,43.26077204,66.79706292,1,March
Karur,997.0423157,36.29328201,68.53658646,1,April
Krishnagiri,1022.591379,26.37977047,69.51005937,1,May
Madurai,1004.022647,44.22637493,69.95679386,0,June
Nagapattinam,987.1287368,39.90722036,72.51849367,1,July
Nilgiris (Udhagamandalam/Ooty),987.7894764,37.70486462,67.93897268,1,August
Perambalur,985.2091888,41.60132829,72.21094518,1,September
Pudukkottai,1011.434982,41.58314961,67.26143724,1,October
Ramanathapuram,1009.256617,38.679701,70.50203984,1,November
Ranipet,1017.728649,38.24287291,73.64630803,0,December
Salem,966.936135,39.75300415,65.11019312,1,January
Sivaganga,1016.489906,31.89298078,71.44086954,1,February
Tenkasi,1026.829594,42.28670539,66.5693464,0,March
Thanjavur,988.4480605,32.48853706,74.65461855,1,April
Theni,973.7100885,34.53766158,73.04035461,1,May
Thoothukudi (Tuticorin),1029.697876,44.76177488,70.99005256,0,June
Tiruchirappalli (Trichy),1034.786543,27.90374958,70.46543806,0,July
Tirupathur,1021.603111,35.68855984,68.01839888,1,August
Tiruppur,973.6191438,27.40142771,67.8212861,1,September
Tiruvallur,983.9079402,27.30896701,65.55336503,1,October
Tiruvannamalai,1042.272878,34.0744055,70.86369761,1,November
Tiruvarur,954.0936015,35.71187978,65.99164888,1,December
Vellore,993.6240062,33.46295598,72.09594577,0,January
Viluppuram,980.5661323,36.10213198,66.76754614,1,February
Virudhunagar,1048.832385,43.22066278,74.41037418,1,March
Ariyalur,1043.113901,29.99563437,73.19967452,1,April
Chengalpattu,983.1315848,32.83821833,67.18637455,1,May
Coimbatore,988.5494218,27.09062256,70.83141798,0,June
Cuddalore,991.7543401,40.8576585,72.47160987,1,July
Dindigul,992.1130768,37.59827229,69.99322977,1,August
Erode,970.0918162,41.49811242,69.9394952,0,September
Kallakurichi,1047.819634,29.68553839,66.94589624,1,October
Kanniyakumari,1031.234764,27.04861523,70.24387902,0,November
Kancheepuram,1045.201787,42.34707669,74.17003749,1,December
Mayiladuthurai,988.2788336,40.88143867,66.92843156,0,January
Karur,975.7678959,26.80271142,74.96165712,1,February
Krishnagiri,954.9369322,34.2522947,73.9439291,1,March
Madurai,1033.731906,36.15880368,69.47418366,0,April
Nagapattinam,975.9811383,35.51896284,68.41871134,1,May
Namakkal,983.5403145,37.03453758,70.92252993,1,June
Nilgiris (Udhagamandalam/Ooty),1047.339499,44.94994732,66.67366011,1,July
Perambalur,981.07598,43.52428845,66.10251365,1,August
Pudukkottai,1032.601781,35.12130908,72.88384901,1,September
Ramanathapuram,990.8983097,32.35584682,67.5224724,1,October
Ranipet,1019.042774,41.41989083,67.60502383,1,November
Salem,965.290806,34.5800294,73.79067235,0,December
Sivaganga,1028.430139,35.26818477,67.47361835,1,January
Tenkasi,1041.411434,30.49237873,65.17134231,1,February
Thanjavur,1007.354321,37.7985694,70.82826676,1,March
Theni,962.1325224,42.31958676,74.28958361,1,April
Thoothukudi (Tuticorin),996.6872024,26.48272424,70.05014676,1,May
Tiruchirappalli (Trichy),1018.578884,38.11428668,74.91505502,1,June
Tirunelveli,972.9923489,29.80235812,69.50206643,1,July
Tirupathur,1041.985175,25.64529792,74.7373592,1,August
Tiruppur,992.0940658,40.01886806,68.15666436,0,September
Tiruvallur,979.8169583,38.12132767,70.12688983,1,October
Tiruvannamalai,1013.771405,33.03325525,72.39314105,1,November
Tiruvarur,999.5843809,40.48433062,74.82096995,1,December
Vellore,986.6385079,35.43283974,71.74495639,0,January
Viluppuram,1031.919262,40.63851151,71.59411334,1,February
Virudhunagar,1049.954013,29.1069892,71.73803627,1,March
Ariyalur,962.1217801,27.09656862,67.06657674,1,April
Chengalpattu,1019.21309,42.12152157,70.06518471,1,May
Chennai,1042.953083,44.44894448,69.99493894,0,June
Coimbatore,1042.715831,27.42514718,66.43550643,0,July
Cuddalore,984.0380424,28.30149658,67.9055267,1,August
Dharmapuri,982.0895038,35.62539455,67.53015148,1,September
Dindigul,1026.323646,35.32080654,74.73248749,1,October
Erode,1034.311623,40.02978774,74.78864783,0,November
Kallakurichi,992.5088255,41.26118991,67.30452445,1,December
Kanniyakumari,1046.751814,31.83321624,65.0885217,1,January
Kancheepuram,981.8757933,28.1218356,71.28804967,0,February
Mayiladuthurai,957.3752478,35.08188739,68.4350051,1,March
Karur,984.0203822,43.68401481,67.26383821,1,April
Krishnagiri,1040.868373,30.06586913,72.8785966,1,May
Madurai,1033.044054,27.56327462,68.23513266,0,June
Nagapattinam,985.436411,32.23505098,66.64156991,1,July
Namakkal,999.4712567,42.41258734,67.39991983,1,August
Nilgiris (Udhagamandalam/Ooty),1025.350599,35.34182548,65.01929308,0,September
Perambalur,993.4114458,33.87676952,65.69261317,1,October
Pudukkottai,1034.579656,34.89477778,72.68525826,1,November
Ramanathapuram,967.3658735,31.76944184,74.93632427,1,December
Ranipet,999.7307072,31.42681646,73.14452536,0,January
Salem,1034.926345,34.94349798,66.48033918,1,February
Sivaganga,1014.272058,27.33999164,66.53306343,1,March
Tenkasi,1044.883086,42.91774966,69.92135849,1,April
Thanjavur,1038.743505,44.06127561,71.77025153,1,May
Theni,996.7391165,36.10963413,66.61027795,1,June
Thoothukudi (Tuticorin),1007.560563,42.8998456,71.65922779,0,July
Tiruchirappalli (Trichy),1030.553805,34.87960822,71.0743619,1,August
Tirunelveli,1048.901163,40.3969183,71.43274143,1,September
Tirupathur,966.8486089,44.16237542,71.22795434,1,October
Tiruppur,1027.504288,41.14092414,73.78944815,0,November
Tiruvallur,998.0654517,28.21076051,74.38516291,1,December
Tiruvannamalai,981.0387906,33.52998032,68.4238616,1,January
Tiruvarur,1043.6581,29.57418977,71.65461313,1,February
Vellore,990.5051345,41.51218911,67.82532672,1,March
Viluppuram,1044.625777,25.29157557,68.67561664,1,April
Virudhunagar,1008.293275,26.24911164,69.32718509,1,May
Ariyalur,1045.267085,32.33037985,72.97115016,1,June
Chengalpattu,1034.772747,35.75104112,67.94799043,0,July
Chennai,1038.752921,36.26533994,74.41675993,1,August
Coimbatore,1037.373251,42.95320283,74.22900335,0,September
Cuddalore,973.5310162,37.32514068,73.78911674,1,October
Dharmapuri,1038.031961,26.34657797,69.56025633,1,November
Dindigul,993.5392116,29.58904202,71.59698204,1,December
Erode,968.750349,31.41440717,70.8437342,0,January
Kallakurichi,950.2619578,38.3938784,70.15906792,1,February
Kanniyakumari,1000.845889,36.25933509,69.93594815,1,March
Kancheepuram,991.9692336,29.30034597,69.33399663,1,April
Mayiladuthurai,966.278555,25.09455776,66.7359372,0,May
Karur,968.0621624,29.40392081,68.05846963,1,June
Krishnagiri,1026.676925,35.1994941,72.27489949,1,July
Madurai,953.5860083,36.40448389,71.94250134,0,August
Nagapattinam,1002.123232,44.55747329,68.06309382,0,September
Namakkal,1037.524503,37.44322048,74.97152103,1,October
Nilgiris (Udhagamandalam/Ooty),1021.33225,34.74269339,70.24280339,1,November
Perambalur,1002.833479,25.47089102,73.02634438,1,December
Pudukkottai,957.5151926,32.19493381,72.87583413,1,January
Ramanathapuram,984.237803,29.49407501,68.36395927,1,February
Ranipet,1027.736674,26.11282974,70.88341688,0,March
Sivaganga,991.1431549,25.4912634,73.41367451,1,April
Tenkasi,1038.691138,30.80599248,65.25016056,1,May
Thanjavur,1037.525867,26.63564628,68.01045534,1,June
Theni,992.5256284,32.80283533,67.23865064,1,July
Thoothukudi (Tuticorin),1012.148579,25.02457776,69.63812341,1,August
Tiruchirappalli (Trichy),1029.387018,25.80316021,67.67157912,1,September
Tirunelveli,1039.090697,36.84365999,74.9045286,1,October
Tirupathur,1046.872478,39.0178307,65.8585902,1,November
Tiruppur,995.2865013,27.90707648,67.83440489,0,December
Tiruvallur,1031.256549,33.18722873,73.00137306,1,January
Tiruvannamalai,1013.67264,32.56143492,67.90488562,1,February
Tiruvarur,993.6831176,32.51513901,69.72457347,0,March
Vellore,974.7588955,40.82676407,70.15995134,1,April
Viluppuram,977.069681,44.74844754,70.85023064,1,May
Virudhunagar,992.3609847,40.93766815,68.21750768,1,June
Ariyalur,1026.453854,40.55036946,67.15653814,0,July
Chengalpattu,1018.418728,27.96587299,70.08655424,1,August
Chennai,1019.798787,31.04572093,67.57536758,0,September
Coimbatore,1039.849103,38.49091266,65.0405647,0,October
Cuddalore,970.2693833,38.74344941,69.44510808,0,November
Dharmapuri,1040.609368,34.10539156,71.45055517,1,December
Dindigul,978.4290684,37.87050967,68.32542545,1,January
Erode,1001.755998,41.07273672,71.32035039,0,February
Kallakurichi,1017.273669,34.98014813,71.91226259,1,March
Kanniyakumari,1035.530536,30.44280548,71.4515451,1,April
Kancheepuram,1009.739236,25.05118143,74.41192444,1,May
Mayiladuthurai,993.0643379,33.90766134,68.76977727,1,June
Karur,997.9263,44.15685456,66.55364657,1,July
Krishnagiri,999.4973921,25.68198281,67.09467102,1,August
Madurai,1022.25811,28.40302862,74.5435029,1,September
Nagapattinam,1023.110331,33.54525771,69.92866199,1,October
Namakkal,965.5400981,32.0791341,74.83539673,1,November
Nilgiris (Udhagamandalam/Ooty),971.1863227,31.70310505,65.766448,0,December
Perambalur,959.276088,29.90461852,66.69712427,1,January
Pudukkottai,1012.920871,36.18583894,69.73761256,1,February
Ramanathapuram,965.701816,39.29999022,74.20564187,0,March
Ranipet,1001.532785,37.58390421,71.84420402,1,April
Salem,1041.5781,28.6228656,67.06353567,0,May
Sivaganga,1001.149554,37.92317786,69.5840367,1,June
Tenkasi,998.028703,34.89237186,68.88281541,1,July
Thanjavur,952.7079212,39.4123974,67.86379976,1,August
Theni,999.2958658,35.41710776,74.27501204,1,September
Thoothukudi (Tuticorin),1014.308217,31.0093274,69.72480612,0,October
Tiruchirappalli (Trichy),1037.429563,43.09160581,68.79345937,1,November
Tirunelveli,952.2730888,30.01876682,73.52716016,1,December
Tirupathur,1002.013885,30.32380203,72.00056799,1,January
Tiruppur,1006.886272,40.68830482,65.83837611,0,February
Tiruvallur,1020.311147,34.57091113,72.71385072,1,March
Tiruvannamalai,1026.988751,30.02031148,65.87308336,0,April
Tiruvarur,960.4078025,28.13187878,69.65601791,1,May
Vellore,977.5922531,28.95063438,66.46535035,1,June
Viluppuram,1015.963117,42.99763902,72.20265072,1,July
Virudhunagar,1028.254127,34.98328466,67.59788569,1,August
Ariyalur,1026.700711,40.45967641,69.86282651,1,September
Chengalpattu,994.7153596,31.91645298,70.7433208,1,October
Chennai,966.0176273,33.06734131,67.68527424,0,November
Coimbatore,963.2829454,41.0421707,69.12529145,1,December
Cuddalore,984.7374349,44.04143367,66.45369575,1,January
Dharmapuri,1002.322198,43.86555446,69.33023094,1,February
Dindigul,1039.323682,39.93828227,68.6672789,1,March
Erode,1015.98604,41.46069653,66.03783005,1,April
Kallakurichi,1043.098565,33.6409599,70.12421965,1,May
Kanniyakumari,995.8973959,25.50958647,65.23382493,1,June
Kancheepuram,996.594805,39.5709164,69.69494204,1,July
Mayiladuthurai,1003.429248,44.68290314,67.07606226,1,August
Karur,1040.726494,34.24687928,71.6399808,1,September
Madurai,995.2174938,39.61767553,69.69012165,0,October
Nagapattinam,1042.990359,36.31855261,69.33423903,1,November
Namakkal,997.8857591,36.53416287,72.34076814,0,December
Nilgiris (Udhagamandalam/Ooty),979.1080757,39.1392622,69.37509788,1,January
Perambalur,1038.412293,32.89209115,69.42079776,1,February
Pudukkottai,1012.885429,36.96750482,67.45499643,1,March
Ramanathapuram,1012.459636,39.75580312,72.01842604,1,April
Ranipet,956.8106639,41.32778509,72.37985729,1,May
Salem,1009.948466,31.7563761,74.77849932,1,June
Sivaganga,982.5039408,36.05767536,66.51191388,1,July
Tenkasi,1026.21652,37.91119569,71.7674016,1,August
